52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
54	42	30
54	42	30
54	42	30
56	44	32
56	44	32
56	44	32
56	44	32
57	45	33
57	45	33
57	45	33
57	45	33
59	47	35
59	47	35
59	47	35
59	47	35
61	49	37
61	49	37
61	49	37
61	49	37
63	51	39
63	51	39
63	51	39
63	51	39
64	52	40
64	52	40
64	52	40
64	52	40
52	40	28
52	40	28
52	40	28
52	40	28
54	42	30
